Unnamed: 0_level_0,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
Nonanoic acid,-0.60433141,-0.60392092,-0.60677018,-0.60436376,-0.60446066,-0.60483415,-0.60430011,-0.60676634,-0.60422851,-0.60394338,-0.60677953,-0.60677938,-0.60677951,-0.60676406,-0.60425719,-0.60677973,-0.6067797,-0.60677916,-0.60677849,-0.60420578,-0.60409103,-0.60426965,-0.6067633,-0.60676304,-0.60677887,-0.43795835,-0.37128189,-0.41019771,-0.41312075,-0.33257563,-0.1685061,-0.41013005,-0.43935909,-0.38711204,0.13472547,0.12644746,0.236616,1.99040116,0.60184617,3.05589403,2.00945338,1.92907946,1.69202558,1.79689831,2.14277551,-0.48999315,-0.3996878,-0.43764166,-0.32761794,-0.44300831,-0.28143865,0.70590206,0.11007763,0.09961063,0.56094855,2.11308882,2.28221353,2.88512373,2.23987651,1.95353368,1.36017167,-0.46901236,-0.46682525,-0.4699054,-0.48499456,-0.40934392,-0.45758943,-0.4836674,-0.49833405,-0.45779347,-0.48514729,0.10760745,0.55941247,0.61899768,0.5034441,1.27753293,0.22709984,0.08522613,1.45961567,1.40609862,1.92974369,1.44143881,-0.60677908,-0.6067521,-0.60677886,-0.60677811,-0.60331784,-0.60677912,-0.60424719,-0.60677907,-0.60677887,-0.60677905,-0.60677918,-0.60675028,-0.60677962,-0.60677977,-0.60677949,-0.60677918,-0.6040987,-0.60677896,-0.60677956,-0.60677933,-0.60677991,-0.60677992,-0.60410348,-0.60677981,-0.60677988,-0.6067599,-0.60677919,-0.60416517,-0.60677935,-0.60671925,-0.60675816,-0.60677954,-0.60360233,-0.60678027
Norketamine,-0.087100611,0.315148702,-0.212524508,-0.020014776,0.106859228,-0.563662641,-0.379543376,-0.135132605,-0.509156803,0.008763702,,,,-0.505412292,-0.944211627,,,,,0.215334011,-0.111868362,-0.092925058,0.166970504,-0.29302859,,-0.650347994,-0.718045507,-0.654887059,-1.220235481,-0.554929381,-0.524170179,-0.631313939,-0.880461846,-0.689547649,1.007154331,1.204591285,0.907879606,1.494907529,1.596245255,1.352313514,3.273310014,1.998224961,1.954096951,-1.23183149,3.49923998,-0.88178829,-0.71516199,-0.88188848,-1.065923223,-0.647556867,-0.372739838,-0.50971146,0.550657261,-0.022973482,1.08917061,-0.042646419,0.162255564,1.29026743,0.628027843,2.02060476,0.684864289,-1.207471517,-1.172758685,-0.855204512,-1.025416506,-0.929809568,-0.989508405,-0.809970927,-1.24610632,-0.713924182,-1.076034291,0.204580805,0.202320752,0.453383991,0.348427053,1.103898069,0.556951695,1.025472425,0.947973967,4.444740589,0.801149708,0.505056304,,-1.2357741,,,-1.257296857,,0.228977934,,,,,-0.040894252,,,,,0.375717902,,,,,,-0.111543735,,,0.146689587,,-0.182906945,,-0.003344216,-0.341977105,,0.601369816,
"O-Methyl-N,N'-diisopropylisourea ",-0.39731696,-0.39724043,-0.39729586,-0.39730974,0.41562521,-0.3973796,-0.39730769,0.02537828,-0.18496861,-0.39727074,1.29815419,0.89430965,0.94163005,-0.39727968,-0.39734451,-0.27423496,-0.152574,-0.08092026,-0.3971493,-0.39723876,-0.39724212,-0.39727994,-0.39722876,-0.39725166,1.37697807,-0.39675423,-0.39376506,0.13379374,-0.39757863,-0.39742734,-0.39746314,0.89731196,0.42614578,-0.38849193,5.40179017,-0.3975082,-0.02933234,-0.39694445,-0.39746692,-0.39693482,-0.39682892,-0.39683067,-0.39700379,,-0.39705381,-0.397559,-0.35957941,-0.39028652,-0.39753225,-0.1329605,-0.38984726,-0.39739982,-0.39745557,-0.39748563,-0.24012006,-0.34796872,-0.39723679,-0.39698686,-0.39685838,-0.39678087,-0.39703882,0.26721165,-0.39758671,-0.39759377,0.13711857,-0.38756507,0.12975352,-0.23496334,-0.03425731,-0.26142378,-0.33627772,3.49442534,0.01998604,-0.39744101,-0.39749714,-0.2474963,-0.39752534,3.77452943,-0.3970728,-0.39698028,-0.39714573,-0.3972052,-0.39725048,,-0.39721268,,,-0.39725579,0.98812828,-0.39724775,-0.39721326,-0.39724518,-0.10286507,0.1451797,3.7275419,1.02731719,-0.39731996,3.17036824,-0.39734523,-0.39722966,0.01597672,1.98439656,-0.39739124,0.88726447,-0.39730523,1.5318671,-0.39738601,-0.39734623,-0.3972688,-0.39731656,,5.40478156,-0.39738021,,0.32662191,-0.08500261
Oct-1-en-3-ol,,,,,-0.253632842,,,-0.25623539,-0.252448621,,-0.25368785,2.565461444,-0.253344614,,,-0.256246495,-0.255846725,-0.248749666,,,,,,,-0.244973343,-0.172776837,-0.203596506,-0.065735912,,,,-0.094444067,-0.183868377,-0.142569359,-0.095786073,,-0.070506703,,,,,,,,,-0.210342664,-0.16255734,-0.219085539,,-0.172334573,-0.109460374,,,,-0.065829006,0.463924491,,,,,,-0.231612154,,,-0.22541652,-0.164586028,-0.232477162,-0.231816482,-0.22967417,-0.181322891,-0.225020443,-0.158942718,-0.121301125,,,0.207489079,,-0.033881223,,,,,,,,,-0.24955521,,-0.251611104,,,,-0.24906665,-0.250573735,-0.254873902,-0.256857509,,3.831258265,,,-0.254086442,-0.251032173,,-0.258726932,,0.573020338,,,,,,-0.251875133,,-0.253804636,-0.244873552,-0.263303072
"Octadecanamide, N-(2-methylpropyl)-N-nitroso-",-0.19254884,,,,,,,,,-0.19124137,,-0.19254525,,,-0.19255478,,,,,,,,,-0.19253478,,-0.19258862,-0.19259831,-0.1884234,-0.19260521,-0.19257262,-0.19258033,-0.19258789,-0.1926066,-0.19259641,-0.19259028,-0.19259004,-0.19257944,,,,,,,,,-0.19260098,-0.19260322,-0.19259756,-0.19259522,-0.19260462,-0.19259165,-0.19256669,-0.1925787,-0.19258518,-0.19257952,-0.19254262,-0.19253157,,,,,-0.19261399,0.24124314,-0.19260847,-0.07762708,-0.19260223,-0.19261286,-0.19260802,0.19618428,-0.19260046,-0.19261588,-0.19259226,-0.19258146,,-0.19258766,-0.19254776,-0.19259373,-0.19259493,,,,,,,-0.19252638,,,,,,,,,,,,,-0.18622071,,,,,,,,-0.19256127,,,,,,,,,,
Octan-2-yl palmitate,,,,,,,,,,1.097764825,-0.564347293,,,,,,,0.243154492,,,-1.007529245,,,,2.60037235,-0.772739874,,-0.730174799,,,,,,,,,,,,1.152130082,,,,,,-0.874281844,,,,,,,,,,,,,,,-0.601922211,-1.02651583,-0.717350887,,-0.919542826,,,,-0.930739054,,,,,,,,,,,,,0.624307734,,,,,,,1.658372299,-0.919099217,,,1.702966819,,,,0.580880717,-1.008787346,-0.637191425,0.038474063,,,,,,,,-0.549703852,,,1.249644642,,,,,
"Octanamide, N-(2-hydroxyethyl)-",-0.25446747,-0.25166695,,-0.25420333,-0.25481538,0.79710282,-0.25412843,-0.25606012,,-0.25277612,-0.25484168,-0.25385682,-0.25467752,-0.25310322,-0.25547564,-0.25606543,-0.25587423,-0.25247985,,-0.25160587,,-0.25311258,-0.25123972,-0.25207769,-0.25067372,-0.26122527,0.39827506,-0.26235524,-0.26404352,-0.25850688,-0.25981703,-0.2611014,-0.13543909,-0.26254903,-0.26150793,,,-0.2408353,-0.25995534,-0.24048276,-0.23660738,-0.2366711,,-0.24898215,,0.02052533,0.22082145,-0.26274453,-0.26234621,-0.26394288,-0.26173973,3.83838922,-0.25954018,,5.0891108,,,,-0.23768542,-0.23484862,-0.2442886,-0.26553599,0.77740939,-0.26459753,-0.26570484,-0.26353715,-0.26534401,-0.2645205,-0.26570995,-0.26323715,-0.2658573,-0.26184383,-0.2600081,-0.25900715,-0.26106146,-0.2542839,5.47169251,-0.26229789,-0.24553212,-0.24214632,-0.24820107,-0.25037754,-0.25203476,-0.24958332,-0.25065126,,0.99998527,-0.25222884,-0.25384842,-0.25193479,-0.25067271,-0.25184056,-0.25263146,-0.25335227,-0.25540895,-0.25635767,-0.25457736,,-0.25550222,-0.25127285,0.99608907,-0.25357153,-0.25718606,-0.25725177,-0.25403841,-0.25657847,-0.25699467,-0.25553862,1.24058906,-0.25445274,-0.25367546,,0.63290019,,-0.25062599,
"Octane, 1-propoxy-",,,,,,0.63227765,,,,,,,,,,,,,,,,,,,,0.97721212,0.43802167,,,,,,-0.97294272,,,-0.97294271,,,,,,,,,,-0.04314453,-0.92265286,,,,,-0.9729427,,,-0.9168238,-0.97294269,,,,,,0.12527908,-0.69342861,,,,,,,,,,,,,,-0.97294272,,,,,,,,,,1.69311491,,,,,,,,,,,,,,0.99219944,,,,,,,,0.45000976,,,,-0.9287957,,,
Octanoic acid,0.51366145,0.8429525,0.41713786,0.29527076,0.2436538,0.2852657,0.56604074,-0.04397264,0.53345239,0.43157708,,,-0.0756514,0.3232119,0.11725879,0.06081542,-0.05592491,0.8240395,1.17902059,0.80987446,0.30953123,0.46654045,1.06657694,0.92146013,1.47276844,-1.08770198,-0.90515963,-1.14078521,-1.40377463,-0.65414429,-0.26506087,,,-0.75055502,,,,,,,,,,,1.32016427,-1.27865576,-0.92942917,-1.30064957,,-0.90187102,-0.43374648,,,,-0.16380675,,,,,,,-1.53710861,-1.26553003,-1.25913971,-1.61593621,-0.96528341,,-1.6594906,-1.58232793,-1.68338833,-1.43800062,,,,-0.76605629,,,,0.86044673,1.04808997,1.25657659,0.53507881,0.13084028,0.45774835,0.73717176,0.9082329,0.12212471,0.48371492,,0.22351723,0.05787009,0.23455552,0.0825049,0.22387203,-0.20832207,-0.02136404,-0.05671109,0.22277035,-0.19843313,0.1313044,-0.1967476,0.08445494,-0.1930006,-0.26793517,0.03667989,-0.28818565,-0.0340504,-0.02602165,0.04697355,0.3137086,0.2583683,0.46892895,-0.17441925,0.04423069,0.46571609,
Octocrylene,0.818785597,-0.753343343,-0.75349407,-0.011034233,-0.75357729,-0.753721789,-0.753526246,-0.369824116,2.160928553,-0.753425761,-0.534074749,-0.753506064,0.794193876,-0.753450067,0.565110461,-0.753670177,0.073562385,1.072541726,1.175268839,0.873211392,-0.235133431,-0.753450762,1.438362405,-0.753373864,1.322963867,-0.703422885,-0.147975621,-0.754137548,-0.492419643,-0.382345163,-0.753948943,-0.414483396,-0.754280512,-0.154531,-0.754074587,-0.754071471,-0.753937749,1.523136832,-0.75395922,-0.75251229,-0.752224327,-0.217436577,-0.225341132,-0.753143846,0.300395991,-0.752801348,-0.754237855,-0.754166474,-0.754136877,0.020006536,0.027136101,-0.753776766,-0.753928371,-0.754010115,-0.753938729,-0.753472887,0.088636724,0.661903374,-0.752304431,0.333519137,0.009340853,-0.666747413,-0.754284979,-0.590593623,-0.631132703,-0.268866504,-0.282347286,-0.626745191,-0.654751904,-0.486481697,-0.488188566,-0.754099547,-0.753963141,-0.561431433,-0.754041412,-0.753537799,-0.754118079,-0.754133286,-0.752887488,-0.752635903,0.67004153,-0.710391087,0.898359153,-0.753188517,2.888947293,0.011481441,0.719799872,4.003884628,0.916815814,-0.223552292,-0.753269465,-0.753356243,-0.753415012,-0.753468572,0.769880653,-0.753691892,0.343957728,1.065922392,0.04574425,0.926606977,0.772454245,2.203541745,0.933728151,-0.753758329,0.82970022,0.898846337,0.932407217,-0.753631032,0.56956695,1.326421238,0.885337868,0.976922539,1.042127337,0.781987912,2.953208212,0.057872448
Octopamine,2.346003905,,,2.218737172,,,,2.434013557,1.358816221,,-0.475222707,,2.592252787,,-0.47528914,,0.748753658,3.850198295,0.222092607,1.667621667,-0.474896496,,2.474061013,,2.455480609,0.309229928,-0.002518882,,-0.068427649,-0.088549119,,0.159001755,,-0.47603037,,,,-0.473754961,,,,-0.47331859,-0.473982496,,-0.474174349,-0.476111694,,,,-0.476176432,-0.475945562,,,,,,-0.292910181,-0.473917568,,-0.47312761,-0.321292443,-0.476343377,,-0.476245034,-0.476361071,-0.476133915,-0.476323259,-0.476236962,-0.476361606,-0.476102478,-0.476377047,,,-0.475659211,,,,,,,-0.314644602,-0.349722098,-0.474928567,,-0.474783587,-0.474292293,-0.475015582,-0.474948905,-0.475118622,-0.47491809,,,,,-0.475282152,,-0.475195008,-0.47499237,-0.475291926,-0.474848725,-0.475242685,-0.475089606,-0.475468378,,-0.475138531,-0.475404707,-0.475448321,,1.269238033,-0.47518195,-0.475100497,-0.475131855,-0.475426053,-0.475228561,-0.474780939,-0.475704617
Ornithine,-0.39201832,-0.39177238,,-0.39199512,-0.39204887,-0.39221965,-0.39198855,-0.39215819,-0.39199913,,,-0.39196469,-0.39203677,-0.39189851,,,-0.39214186,-0.39184377,-0.3914795,-0.39176702,,0.73474847,-0.39173486,,-0.39168516,-0.38316616,-0.34497707,-0.3823301,0.79723634,-0.37494467,,-0.36094069,-0.36481865,,,-0.07812319,1.69347782,,,-0.39079019,,,,,,-0.36867446,,,,,,-0.12470658,,,,,-0.39176068,,-0.39054453,,-0.39112442,0.03378756,,,,,,,,,,,,,3.54588378,,,,-0.39123363,-0.39093629,-0.39146801,-0.39165915,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94724005,,,,,,,
Oxalic acid,,,,,,,,,,,,,,,,,,,,,,0.42487448,,,,-1.49479,-0.97276439,-1.01384418,-1.09975446,-1.30295118,-1.4174417,-0.77683817,-1.32688107,-0.89782671,-0.99813367,-1.13956826,-1.12115914,,-1.11337434,,,,,0.54687043,,-1.03798101,-0.97878611,-1.09811708,-0.7165493,-1.21769496,-0.70379077,-0.76262234,-1.11399102,-1.08682579,-1.14795265,-0.82604368,,,,,,-1.27426152,-1.15375623,-1.56592989,-1.50644664,-1.11502417,-1.39149287,-1.39793916,-1.40264573,-1.13903648,-1.41169562,-1.14080088,-1.04065542,,-1.29712993,-0.648378,-1.39925198,-1.23213171,,,,,,,,,,0.32179056,,,,,0.70526276,,,0.711315,,,,0.97951034,,,,0.58943817,,0.82579934,,,0.93508891,,0.13170033,,,0.25770143,1.97802891,
"Oxalic acid, allyl octyl ester",-0.619365,-0.61892012,-0.61924236,1.01440928,-0.61942027,-0.61972919,1.00876051,-0.61961801,-0.6193303,-0.61909632,1.17380208,-0.619268,0.76785596,1.66178569,1.31535999,0.66580796,0.94526873,1.67339268,-0.61839033,-0.61891042,-0.61892993,-0.61914977,-0.61885225,-0.61898537,-0.61876234,-0.19376587,-0.2788072,-0.18757395,-0.35097707,-0.6200067,-0.55701349,-0.07569993,-0.62092368,-0.1539292,-0.62048344,-0.61466236,-0.62019089,-0.52590844,-0.62023679,-0.61714343,-0.6165278,-0.61653792,-0.61754436,-0.5550713,-0.46891518,-0.30815458,-0.62083248,-0.24186844,-0.6206166,-0.62087024,-0.12284863,-0.61984673,-0.62017084,-0.6203456,-0.62019299,-0.61919707,-0.61889896,-0.50472319,0.2722497,-0.6162484,-0.54008781,-0.47179051,-0.32761904,-0.35107337,-0.41681461,-0.26644025,-0.42880662,-0.38309282,-0.62115096,-0.25559516,-0.62117437,-0.6205368,-0.62024518,-0.62008617,-0.62041251,-0.61933584,-0.62057642,-0.59684236,-0.53122484,-0.60093936,-0.61836954,-0.55366804,1.62011028,2.05526558,1.34918316,4.18999519,1.83922896,-0.61900938,-0.61926666,1.13820128,-0.61876218,2.53331798,-0.61907334,2.79793966,-0.61951457,1.1021173,1.28887638,1.81201639,0.83622638,-0.61885752,-0.61945474,1.46069405,1.74689115,1.04034517,3.0864836,1.03932028,0.78031207,-0.61953517,-0.61908504,1.65602292,2.33576034,-0.61928672,1.12068134,1.54797429,2.92177023,1.22231839
p-Hydroxydiisopropylbenzene,,,,-0.335464628,,,-0.418203712,,,,-0.470391681,,-0.328983003,0.041881239,-0.351409251,-0.352815511,-0.255918798,0.087826016,,,,,,,,-1.207274789,-0.748670199,-1.167909299,-1.011380524,,-0.177251892,-1.231716471,,-0.424020843,,-0.407790605,,1.739347157,,,,,,1.164689898,0.869685446,-1.16416499,,-0.964178171,,,-0.270599869,,,,,,,3.164702583,2.142790822,,1.109349138,-1.088280254,-0.773972803,-0.731155822,-1.150094716,-0.575643309,-0.868705174,-1.065183558,,-1.197509372,,,,,,,,-0.005788122,1.687327917,2.463350258,,1.69523939,0.320316862,0.086223619,-0.121805818,0.206605256,-0.157431647,,,-0.264811005,,-0.170914304,,-0.18677735,,-0.429272497,-0.256938432,-0.111854525,-0.411057493,,,-0.195891544,-0.429900816,-0.36403898,-0.09038449,-0.262860496,0.093368635,,,-0.10406816,-0.206340932,,-0.420123172,-0.130350455,-0.002315977,-0.230244425
p-Toluic acid,-0.569023915,-0.568233416,-0.527245362,-0.568949357,-0.569122117,-0.569671029,-0.568928214,-0.523845137,-0.568962244,-0.501587083,-0.569129544,-0.49824046,-0.569083206,-0.507630545,-0.513748898,-0.522200891,-0.517826364,-0.548710517,-0.505928457,-0.511689752,-0.522384037,-0.516327727,-0.568112824,-0.550300612,-0.499348291,-0.287129914,-0.268467263,-0.398049229,-0.166034544,-0.012921409,-0.149853075,-0.104190049,-0.356202444,-0.315931572,1.548419186,1.506264572,1.331275741,0.48339063,5.069508084,0.60470428,1.534315907,1.522478981,1.936622755,0.303056901,2.139862793,-0.113828874,-0.250278413,-0.237875891,-0.202389083,-0.403973058,-0.109877689,2.788386779,0.816699841,,2.751704641,5.511704982,0.130798029,0.50923952,1.175285802,1.400196587,0.355174579,-0.477780437,-0.3362185,-0.439048995,-0.359642454,-0.3974658,-0.365643198,-0.450729296,-0.503318305,-0.432511542,-0.476876469,0.526413403,0.365692681,-0.009404369,2.600362231,1.598996766,,1.106736647,-0.267316256,2.460378148,0.258630537,0.09560694,-0.514874064,-0.567645274,-0.508176002,-0.566623357,-0.50931266,-0.507967654,-0.568849176,-0.56830902,-0.567952774,-0.568282421,-0.429616694,-0.568709129,-0.520974446,-0.569557457,-0.513554048,-0.568509101,-0.569315992,-0.495093086,-0.569183355,-0.568771019,-0.525249621,-0.569809835,-0.506068993,-0.522714033,-0.569737263,-0.569326268,-0.568526464,-0.569019757,-0.568800355,-0.568884821,-0.569677279,-0.56914531,-0.440526196,-0.570427628
Palmitelaidic acid,,,0.18635347,,,,,-0.28637432,,-1.14878695,,-0.55922797,,-0.29389354,0.1364223,-0.54704021,-0.44832735,-0.58230322,-0.55033355,0.4101444,-0.73577614,-0.54871546,,-0.51585358,-0.20823301,-0.52019773,-0.62662178,-0.5374013,-1.07433996,-0.59292409,-0.58504117,-0.42979246,-0.79221958,-0.60259316,0.29504582,-1.09774103,1.32908054,2.93330746,-0.16065124,0.85620677,0.57153721,0.25513423,0.06426207,1.96655744,0.38356209,-0.61522714,-0.70350111,-1.05073103,-0.43008271,-0.78146872,-1.01982771,0.72347179,0.73118318,0.44489837,-1.16869758,1.84469358,1.41730664,4.5470873,2.16958956,2.18204326,0.62848753,-0.86071937,-0.78149559,-0.88848835,-0.85308491,-0.87137973,-0.89231411,-0.95079934,-1.01708842,-0.78839964,-0.97538913,0.64491352,0.93969417,0.35796986,0.27123581,1.0929615,0.60965111,0.23834201,0.82462392,-0.39394982,-1.13559181,0.74020733,0.64033974,,-0.91010698,,2.2660178,-0.24923743,,,,,-0.17151094,,-0.64185302,,-0.73196976,,,-0.23761599,,,1.22164969,,0.43677642,-0.8595414,,,,,,,,,-0.67075091,
Palmitic Acid,-0.409881054,-0.125111169,-0.412760821,-0.412126819,-0.402590321,-0.406551465,-0.408975383,-0.396355423,-0.378550584,,-0.398593224,-0.4079944,-0.218500412,-0.393214244,-0.40139788,-0.412780352,-0.343323408,-0.412750804,-0.303223429,0.002809993,-0.328373133,-0.404364211,0.075484594,-0.409556131,-0.401905742,-0.412822873,-0.412836434,-0.393251808,-0.395947323,-0.401944369,-0.379201577,-0.412821853,-0.297882703,-0.380760904,0.361624029,0.528792958,-0.07696904,3.248150781,-0.165407807,1.177871632,3.257705678,-0.02529682,1.725745215,1.221904691,-0.100049209,-0.386857566,-0.407095724,-0.173868377,0.018461798,-0.19237478,0.18321276,1.3330803,-0.190696419,0.285348617,,1.472203755,1.552229504,-0.411821261,-0.4023885,-0.412605508,2.558273048,-0.404697528,-0.239775741,-0.197305885,-0.401574451,0.063797348,-0.395878429,-0.036164661,-0.398412846,-0.39926844,-0.293362931,-0.408996428,-0.412812843,-0.364461956,-0.411703467,-0.409827186,-0.411447693,-0.097971202,0.068274158,0.075935184,,-0.398245459,-0.39332169,-0.411808727,-0.402759881,-0.324386583,-0.360653057,-0.394185968,-0.396545081,-0.412746312,-0.392838386,-0.40862053,-0.412752053,-0.042777629,0.242293419,-0.381119203,-0.409518461,-0.41006918,,-0.412740857,-0.28203621,-0.101603991,-0.310136435,-0.334183032,-0.393862628,-0.038179716,-0.303436549,-0.246474125,-0.000796389,-0.259017358,-0.402530499,,-0.308589884,-0.264365184,-0.118293078,-0.334718074
Pantolactone,-0.023866817,0.321201079,,0.0786233992,0.0476588345,-0.3946288013,0.050324032,-0.1421804579,0.106418413,0.4821199693,0.2085862874,0.2305723286,0.1174633431,0.272935904,0.10576172,,-0.0081001973,,0.2619035962,0.072817285,0.2803252132,0.001088299,0.5180717149,0.3894576155,0.5655676416,-0.9020203391,,-1.2045034401,-1.0757469232,-0.506947338,-0.5371623531,,-1.307407935,-1.1882519134,-0.9158211918,-0.7937134205,-0.7362608735,1.965657115,-0.6623762901,2.0960456294,2.822553002,2.4817922004,1.7532748392,0.7972279225,1.5391114527,-1.131961922,-1.040750451,-0.9364406187,-0.7831967308,-1.1754349247,-0.7527025799,-0.5101834464,-0.6679058295,-0.9364275385,-0.7647325579,0.0799089867,0.4556163704,2.0554255401,1.7393258994,,1.0892324723,-1.4465881886,-1.1897840004,-1.3660899332,-1.4009784445,-1.3240374112,-1.3333658874,-1.422944758,-1.5166367524,-1.6342565894,-1.5255277314,-1.0381465887,,-0.5557041856,-0.8948222972,-0.0009956846,-0.9016879267,-1.0071998934,1.1176605729,1.7252739083,1.5902937384,0.6453897024,0.6269260703,1.266061226,0.3516108725,1.4733038237,0.7611028698,0.2523253968,0.061414728,,0.4534673613,0.1532267939,,0.2099983686,-0.0351601115,-0.2651553155,0.0369472573,0.7926473203,0.0165353664,,0.1523580736,0.0327031226,-0.2340081606,-0.4204863152,0.3423182117,-0.0844198228,-0.1495057007,-0.0222776599,0.4542522325,0.1475292789,0.4651574971,0.2357244293,-0.1361048168,0.3123847493,0.3835399151,-0.6197657223
Pantothenic acid,-0.21846906,-0.21800384,-0.2183408,-0.21842518,-0.21852685,-0.21884989,-0.21841274,-0.21873362,-0.21843276,-0.21818809,-0.21853122,-0.21836762,-0.11741541,-0.21824243,-0.21863653,-0.2187345,-0.21870274,-0.21813888,-0.21744984,-0.2179937,-0.2180141,-0.21824399,-0.21793287,-0.21807207,4.16680101,0.06022096,-0.13922162,0.71626685,0.03301216,-0.21914007,0.79478362,-0.21494521,-0.22009895,0.58018482,-0.21963859,-0.21963163,-0.21933268,-0.21620452,-0.21938068,-0.21614596,-0.2155022,-0.21551278,-0.21656522,-0.21755785,-0.21686934,-0.21994045,-0.22000359,-0.21984401,-0.21977785,-0.22004308,-0.2196771,-0.20040219,-0.21931172,-0.21949446,-0.21933487,-0.07146193,-0.21798171,-0.21646229,-0.21568128,-0.21521004,-0.21677818,-0.22030772,-0.22010894,-0.22015183,-0.22033577,-0.21997568,-0.22027583,-0.22013903,-0.22033662,-0.21992585,-0.2203611,-0.21969439,-0.1627091,-0.21922317,-0.21956443,-0.03909557,-0.21973582,-0.16661914,-0.21698474,-0.21642231,-0.2174281,-0.21778965,-0.21806494,-0.21765772,-0.21783512,-0.21705631,-0.21820288,-0.21809718,-0.21836622,-0.21804834,-0.21783868,-0.21803268,-0.21816406,-0.2182838,-0.21862545,-0.21878305,-0.21848731,-0.21816608,-0.21864094,-0.21793838,-0.21856289,-0.21832022,7.3938126,-0.21893157,5.50672556,-0.21881973,-0.21888887,-0.21864699,-0.2181763,-0.21846661,4.97495427,-0.2183872,-0.21885357,-0.2185405,2.20553697,0.74362884
Pentacosanoic acid,,,,,,,,,,,,,-0.2061901,,,,,,,,,,,,-0.2061875,-0.2061943,-0.2061954,-0.2061951,-0.2061962,,-0.2061934,-0.2061943,,-0.2061952,,,,,,,,,,,,-0.2061957,,,,,,-0.2061919,,,,-0.2054287,,,,,,-0.2061971,,,,,,,,,,,-0.2060217,,,-0.2061899,,-0.206195,,,,,,,,,,,,,,,,,,,,,,,,,-0.2061917,,-0.2061897,,,,,,-0.2061895,,,,-0.2061875,-0.2061932
Pentadecanoic acid,,,,,,,,,,,,,,,,,-0.298426864,,,,,,,,,-0.865420631,,,,-0.622043078,,,,,,,,1.630987757,-0.306366835,2.403771964,,,1.732709735,1.219968345,1.655545364,-0.924578369,,,,,,,,-0.229448438,,1.970102716,,3.421360013,2.215622997,,,-1.15425959,,,,,,-1.118660972,,,,,0.285495614,0.130426906,,,,,,,,0.873591994,,,,,,0.542293478,,,,,-0.276111231,,,-0.281805375,,,,,,,,,,,,-0.28800391,-0.032092149,,,,,,,
